,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Adventure and Outdoors,POI1, POI7, POI8, POI10, POI18, POI28, POI34, POI36, POI38, POI39, POI43, POI47, POI55, POI57, POI59, POI69, POI73
Spiritual,POI2, POI3, POI9, POI15, POI16, POI24, POI25, POI27, POI37, POI42, POI44, POI45, POI46, POI47, POI53, POI56, POI60, POI62, POI66, POI70
Relaxing,POI12, POI22, POI26, POI41, POI50, POI51, POI52, POI61, POI64, POI67, POI71
City Life,POI29, POI30, POI31, POI32, POI33, POI35, POI54, POI61, POI62, POI63, POI65
Cultural,POI4, POI5, POI6, POI11, POI13, POI14, POI19, POI20, POI21, POI23, POI40, POI48, POI49, POI58, POI68, POI72

